REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2425,First Attendances by Age and Gender,65-69 Female,171,Paediatric Surgery,118
2425,First Attendances by Age and Gender,65-69 Female,180,Emergency Medicine,4204
2425,First Attendances by Age and Gender,65-69 Female,190,Anaesthetics,29415
2425,First Attendances by Age and Gender,65-69 Female,191,Pain Management (Retired 1 April 2004),3
2425,First Attendances by Age and Gender,65-69 Female,192,Intensive Care Medicine,357
2425,First Attendances by Age and Gender,65-69 Female,300,General Internal Medicine,59168
2425,First Attendances by Age and Gender,65-69 Female,301,Gastroenterology,44595
2425,First Attendances by Age and Gender,65-69 Female,302,Endocrinology and Diabetes,10744
2425,First Attendances by Age and Gender,65-69 Female,303,Clinical Haematology,11360
2425,First Attendances by Age and Gender,65-69 Female,304,Clinical Physiology,12157
2425,First Attendances by Age and Gender,65-69 Female,305,Clinical Pharmacology,217
2425,First Attendances by Age and Gender,65-69 Female,310,Audio Vestibular Medicine,10230
2425,First Attendances by Age and Gender,65-69 Female,311,Clinical Genetics,1654
2425,First Attendances by Age and Gender,65-69 Female,313,Clinical Immunology,1107
2425,First Attendances by Age and Gender,65-69 Female,314,Rehabilitation Medicine,4192
2425,First Attendances by Age and Gender,65-69 Female,315,Palliative Medicine,1287
2425,First Attendances by Age and Gender,65-69 Female,317,Allergy,290
2425,First Attendances by Age and Gender,65-69 Female,320,Cardiology,80689
2425,First Attendances by Age and Gender,65-69 Female,321,Paediatric Cardiology,28
2425,First Attendances by Age and Gender,65-69 Female,325,Sport and Exercise Medicine,125
2425,First Attendances by Age and Gender,65-69 Female,326,Acute Internal Medicine,4097
2425,First Attendances by Age and Gender,65-69 Female,330,Dermatology,59898
2425,First Attendances by Age and Gender,65-69 Female,340,Respiratory Medicine,42799
2425,First Attendances by Age and Gender,65-69 Female,350,Infectious Diseases,1045
